Date,Campaign_ID,Campaign_Name,Ad_Set_Name,Platform,Objective,Target_Audience,Location,Age_Group,Gender,Device,Ad_Format,Impressions,Reach,Clicks,CTR_Percent,CPC_INR,Spend_INR,Leads,Add_to_Cart,Purchases,Conversion_Rate_Percent,Revenue_INR,ROAS,Bounce_Rate_Percent,Avg_Session_Duration_Sec,Landing_Page,UTM_Campaign
2025-08-02,CMP-1942,Remote Wellness Retreat,Organic fault-tolerant forecast,Facebook,Engagement,Startup Founders,Trivandrum,18-24,Other,Tablet,Image,15398,12016,65,0.42,9.14,594.1,0,0,0,0.0,0,0.0,58.88,319,/burnout-recovery,remote_wellness_retreat
2025-06-30,CMP-1003,Nature Reset Experience,Persevering tertiary extranet,Facebook,Website Visits,Millennial Travelers,Chandigarh,35-44,Other,Desktop,Story Ad,129994,94348,2032,1.56,13.3,27025.6,170,16,7,0.34,665000,24.61,75.78,504,/executive-detox-guide,nature_reset_experience
2025-02-24,CMP-7685,Silent Productivity Camp,Advanced maximized monitoring,LinkedIn,Conversions,Tech Employees,Bhubaneswar,18-24,Other,Tablet,Carousel,9595,8337,136,1.42,19.28,2622.08,16,3,0,0.0,0,0.0,58.73,735,/book-now,silent_productivity_camp
2025-01-28,CMP-9663,Nature Reset Experience,Proactive bottom-line orchestration,Facebook,Engagement,Millennial Travelers,Chandigarh,18-24,Other,Mobile,Video,115543,90285,3333,2.88,11.04,36796.32,65,7,1,0.03,65000,1.77,54.53,509,/book-now,nature_reset_experience
2025-03-03,CMP-1877,Weekend Mental Reset,Focused global implementation,Instagram,Traffic,Working Professionals,Bhubaneswar,18-24,Female,Desktop,Story Ad,93638,76431,153,0.16,24.82,3797.46,4,0,0,0.0,0,0.0,54.01,709,/burnout-recovery,weekend_mental_reset
2025-03-28,CMP-7888,Luxury Digital Detox,Progressive directional knowledge user,Facebook,Lead Generation,High Income Professionals,Bhubaneswar,35-44,Male,Desktop,Carousel,124298,104011,2610,2.1,43.31,113039.1,436,187,27,1.03,1944000,17.2,45.68,243,/executive-detox-guide,luxury_digital_detox
2025-05-10,CMP-5012,Luxury Nature Escape,Right-sized global firmware,Facebook,Conversions,Business Owners,Chennai,45-54,Male,Tablet,Story Ad,102713,65426,950,0.92,31.5,29925.0,115,32,9,0.95,855000,28.57,44.59,550,/burnout-recovery,luxury_nature_escape
2025-04-03,CMP-8238,Remote Wellness Retreat,Centralized 4thgeneration pricing structure,Facebook,Website Visits,Startup Founders,Ahmedabad,25-34,Female,Tablet,Carousel,41622,35479,1127,2.71,13.45,15158.15,121,30,7,0.62,840000,55.42,60.09,381,/book-now,remote_wellness_retreat
2025-03-17,CMP-7464,Eco Adventure Cabins,Face-to-face bandwidth-monitored success,Instagram,Conversions,Gen-Z Eco Travelers,Trivandrum,45-54,Female,Desktop,Image,62207,42215,1724,2.77,8.76,15102.24,3,0,0,0.0,0,0.0,59.64,815,/executive-retreat,eco_adventure_cabins
2025-01-27,CMP-9567,Luxury Nature Escape,Front-line systemic hub,Facebook,Lead Generation,Business Owners,Nashik,35-44,Female,Mobile,Story Ad,30169,23940,87,0.29,84.34,7337.58,0,0,0,0.0,0,0.0,77.08,241,/executive-detox-guide,luxury_nature_escape
2025-08-04,CMP-2210,Executive Burnout Recovery,Profit-focused hybrid initiative,LinkedIn,Website Visits,Corporate Managers,Bengaluru,35-44,Other,Mobile,Lead Form,24497,19685,588,2.4,68.36,40195.68,35,18,3,0.51,216000,5.37,50.31,769,/book-now,executive_burnout_recovery
2025-02-24,CMP-6046,Remote Wellness Retreat,Multi-tiered impactful moderator,Facebook,Engagement,Startup Founders,Surat,25-34,Other,Mobile,Lead Form,96544,54526,2115,2.19,22.05,46635.75,84,53,18,0.85,1296000,27.79,67.8,73,/burnout-recovery,remote_wellness_retreat
2025-04-02,CMP-2749,Mindful Weekend Escape,Synchronized exuding system engine,Instagram,Traffic,Corporate Executives,Lucknow,18-24,Female,Tablet,Carousel,48395,42329,737,1.52,56.02,41286.74,107,23,6,0.81,720000,17.44,54.74,267,/book-now,mindful_weekend_escape
2025-08-02,CMP-3804,Remote Wellness Retreat,Cross-group value-added model,Facebook,Engagement,Startup Founders,Kolkata,25-34,Male,Mobile,Lead Form,62528,56770,1158,1.85,20.78,24063.24,34,13,4,0.35,380000,15.79,47.17,861,/book-now,remote_wellness_retreat
2025-06-20,CMP-8228,Luxury Digital Detox,Open-source transitional contingency,Facebook,Lead Generation,High Income Professionals,Chennai,45-54,Male,Desktop,Video,72315,47111,1003,1.39,80.11,80350.33,114,15,2,0.2,190000,2.36,84.03,572,/weekend-reset,luxury_digital_detox
2025-05-17,CMP-7444,Nature Reset Experience,Diverse static Internet solution,Facebook,Engagement,Millennial Travelers,Kochi,45-54,Other,Tablet,Story Ad,149722,104706,3605,2.41,22.77,82085.85,231,35,10,0.28,1200000,14.62,56.39,540,/weekend-reset,nature_reset_experience
2025-01-08,CMP-6379,Executive Burnout Recovery,Reduced scalable process improvement,LinkedIn,Website Visits,Corporate Managers,Nashik,45-54,Female,Tablet,Lead Form,4607,4189,45,0.98,71.23,3205.35,6,0,0,0.0,0,0.0,80.82,861,/mental-reset-retreat,executive_burnout_recovery
2025-07-05,CMP-3892,Remote Wellness Retreat,Universal 24/7 projection,Facebook,Website Visits,Startup Founders,Noida,25-34,Female,Desktop,Lead Form,74039,67084,974,1.32,9.23,8990.02,98,11,2,0.21,144000,16.02,49.86,428,/luxury-cabins,remote_wellness_retreat
2025-01-03,CMP-8356,Luxury Nature Escape,Multi-channeled neutral paradigm,Facebook,Conversions,Business Owners,Surat,35-44,Female,Tablet,Story Ad,165407,151030,2501,1.51,46.25,115671.25,458,103,21,0.84,2520000,21.79,61.34,651,/burnout-recovery,luxury_nature_escape
2025-05-04,CMP-5678,Mindful Weekend Escape,Balanced disintermediate Local Area Network,Instagram,Traffic,Corporate Executives,Indore,45-54,Other,Mobile,Story Ad,108157,61146,2832,2.62,85.73,242787.36,616,120,61,2.15,5185000,21.36,31.21,805,/executive-retreat,mindful_weekend_escape
2025-06-20,CMP-6426,Remote Wellness Retreat,Seamless regional frame,Facebook,Conversions,Startup Founders,Coimbatore,25-34,Other,Tablet,Carousel,165460,99178,3771,2.28,13.0,49023.0,271,57,26,0.69,1872000,38.19,64.95,155,/executive-retreat,remote_wellness_retreat
2025-05-22,CMP-1175,Focus & Productivity Retreat,Managed zero administration concept,LinkedIn,Conversions,C-Suite Leaders,Lucknow,45-54,Other,Desktop,Carousel,22928,12733,622,2.71,26.01,16178.22,145,14,6,0.96,570000,35.23,90.87,773,/luxury-cabins,focus_&_productivity_retreat
2025-07-08,CMP-3011,Executive Burnout Recovery,User-friendly explicit success,LinkedIn,Conversions,Corporate Managers,Noida,18-24,Male,Desktop,Story Ad,173048,140437,2954,1.71,95.52,282166.08,180,45,6,0.2,510000,1.81,41.85,815,/weekend-reset,executive_burnout_recovery
2025-03-30,CMP-6851,Remote Wellness Retreat,Customizable discrete ability,Facebook,Lead Generation,Startup Founders,Patna,25-34,Other,Desktop,Carousel,62699,44637,1591,2.54,18.49,29417.59,107,21,3,0.19,255000,8.67,79.28,229,/book-now,remote_wellness_retreat
2025-03-26,CMP-6311,Weekend Mental Reset,User-centric 24hour encoding,Instagram,Conversions,Working Professionals,Kochi,35-44,Female,Desktop,Lead Form,18260,10676,492,2.69,32.75,16113.0,21,6,2,0.41,170000,10.55,83.86,848,/executive-retreat,weekend_mental_reset
2025-08-27,CMP-9576,Weekend Mental Reset,Devolved tangible concept,Instagram,Lead Generation,Working Professionals,Chandigarh,45-54,Other,Tablet,Story Ad,169802,124503,1800,1.06,19.8,35640.0,92,37,20,1.11,1900000,53.31,37.87,214,/mental-reset-retreat,weekend_mental_reset
2025-03-29,CMP-8302,Mindful Weekend Escape,Front-line dedicated toolset,Instagram,Website Visits,Corporate Executives,Surat,18-24,Other,Desktop,Image,93752,83507,1475,1.57,41.24,60829.0,131,57,13,0.88,1105000,18.17,32.97,530,/executive-detox-guide,mindful_weekend_escape
2025-08-01,CMP-4679,Mindful Weekend Escape,Compatible bottom-line approach,Instagram,Website Visits,Corporate Executives,Chennai,45-54,Male,Tablet,Carousel,78567,70809,883,1.12,70.05,61854.15,115,27,7,0.79,455000,7.36,41.3,905,/book-now,mindful_weekend_escape
2025-05-27,CMP-6635,Eco Adventure Cabins,Innovative intermediate system engine,Instagram,Website Visits,Gen-Z Eco Travelers,Pune,45-54,Female,Mobile,Lead Form,47201,35707,2179,4.62,11.12,24230.48,2,1,0,0.0,0,0.0,60.95,943,/burnout-recovery,eco_adventure_cabins
2025-06-12,CMP-4162,Eco Adventure Cabins,Re-contextualized multimedia methodology,Instagram,Conversions,Gen-Z Eco Travelers,Bengaluru,45-54,Other,Tablet,Carousel,111825,92288,6462,5.78,10.31,66623.22,19,3,0,0.0,0,0.0,42.3,384,/mental-reset-retreat,eco_adventure_cabins
2025-05-25,CMP-8189,Mindful Weekend Escape,Phased even-keeled model,Instagram,Traffic,Corporate Executives,Bhubaneswar,18-24,Male,Mobile,Video,121872,102424,2041,1.67,53.61,109418.01,210,34,15,0.73,1275000,11.65,51.82,746,/burnout-recovery,mindful_weekend_escape
2025-07-26,CMP-3920,Luxury Nature Escape,Multi-tiered modular definition,Facebook,Conversions,Business Owners,Mysuru,25-34,Male,Mobile,Image,74817,49668,1112,1.49,91.68,101948.16,224,84,10,0.9,720000,7.06,67.72,839,/mental-reset-retreat,luxury_nature_escape
2025-02-08,CMP-6022,Weekend Mental Reset,Progressive encompassing hub,Instagram,Traffic,Working Professionals,Jaipur,45-54,Other,Mobile,Carousel,4824,4398,45,0.93,30.71,1381.95,2,0,0,0.0,0,0.0,46.42,626,/burnout-recovery,weekend_mental_reset
2025-05-12,CMP-9146,Luxury Nature Escape,Adaptive asynchronous utilization,Facebook,Engagement,Business Owners,Trivandrum,25-34,Male,Mobile,Video,5071,3508,48,0.95,35.33,1695.84,3,2,0,0.0,0,0.0,78.27,655,/executive-detox-guide,luxury_nature_escape
2025-08-29,CMP-7974,Luxury Digital Detox,Synergized mission-critical Graphical User Interface,Facebook,Engagement,High Income Professionals,Kolkata,45-54,Other,Desktop,Video,127192,74410,2009,1.58,75.11,150895.99,614,133,64,3.19,7680000,50.9,58.94,594,/luxury-cabins,luxury_digital_detox
2025-04-09,CMP-4001,Weekend Mental Reset,Mandatory upward-trending function,Instagram,Engagement,Working Professionals,Kolkata,25-34,Other,Desktop,Image,159215,129040,1967,1.24,13.94,27419.98,23,5,1,0.05,65000,2.37,71.6,694,/mental-reset-retreat,weekend_mental_reset
2025-03-13,CMP-2771,Luxury Digital Detox,De-engineered web-enabled task-force,Facebook,Website Visits,High Income Professionals,Lucknow,35-44,Female,Desktop,Lead Form,151218,92178,2675,1.77,27.22,72813.5,496,83,45,1.68,2925000,40.17,55.7,244,/burnout-recovery,luxury_digital_detox
2025-02-09,CMP-5496,Silent Productivity Camp,Public-key multi-tasking strategy,LinkedIn,Traffic,Tech Employees,Bhubaneswar,18-24,Male,Tablet,Carousel,16819,13275,196,1.17,23.32,4570.72,12,3,1,0.51,72000,15.75,44.9,75,/luxury-cabins,silent_productivity_camp
2025-08-09,CMP-4024,Nature Reset Experience,Robust static hardware,Facebook,Website Visits,Millennial Travelers,Coimbatore,18-24,Female,Tablet,Story Ad,174950,132657,3850,2.2,14.78,56903.0,215,33,5,0.13,360000,6.33,46.26,643,/book-now,nature_reset_experience
2025-03-07,CMP-6506,Mindful Weekend Escape,Decentralized motivating product,Instagram,Conversions,Corporate Executives,Mangalore,35-44,Female,Tablet,Carousel,175026,116818,385,0.22,86.83,33429.55,100,25,4,1.04,480000,14.36,46.33,564,/weekend-reset,mindful_weekend_escape
2025-07-18,CMP-2863,Weekend Mental Reset,Right-sized maximized hardware,Instagram,Website Visits,Working Professionals,Udaipur,45-54,Female,Mobile,Carousel,74975,42378,873,1.16,24.1,21039.3,52,18,6,0.69,570000,27.09,50.86,747,/burnout-recovery,weekend_mental_reset
2025-06-07,CMP-4861,Remote Wellness Retreat,Decentralized 6thgeneration Graphical User Interface,Facebook,Website Visits,Startup Founders,Surat,35-44,Male,Tablet,Carousel,92073,63755,1274,1.38,8.97,11427.78,23,9,1,0.08,95000,8.31,82.74,462,/executive-retreat,remote_wellness_retreat
2025-06-09,CMP-1364,Luxury Digital Detox,Business-focused stable matrix,Facebook,Traffic,High Income Professionals,Udaipur,18-24,Male,Tablet,Lead Form,179990,128840,4383,2.44,39.09,171331.47,540,102,48,1.1,4560000,26.62,51.42,855,/mental-reset-retreat,luxury_digital_detox
2025-04-03,CMP-4034,Executive Burnout Recovery,Decentralized neutral challenge,LinkedIn,Website Visits,Corporate Managers,Lucknow,35-44,Other,Desktop,Video,57272,32805,1167,2.04,98.12,114506.04,336,61,8,0.69,760000,6.64,74.86,96,/burnout-recovery,executive_burnout_recovery
2025-05-07,CMP-5301,Mindful Weekend Escape,Versatile real-time matrices,Instagram,Traffic,Corporate Executives,Lucknow,18-24,Female,Desktop,Image,100645,55431,1343,1.33,100.57,135065.51,121,77,25,1.86,1625000,12.03,50.05,557,/book-now,mindful_weekend_escape
2025-06-29,CMP-1803,Eco Adventure Cabins,Fully-configurable coherent capacity,Instagram,Lead Generation,Gen-Z Eco Travelers,Jaipur,18-24,Female,Desktop,Story Ad,156040,142201,6627,4.25,6.13,40623.51,9,2,0,0.0,0,0.0,59.04,213,/mental-reset-retreat,eco_adventure_cabins
2025-04-06,CMP-3423,Executive Burnout Recovery,Upgradable non-volatile alliance,LinkedIn,Engagement,Corporate Managers,Mangalore,45-54,Other,Desktop,Lead Form,71950,48069,1929,2.68,69.79,134624.91,281,49,12,0.62,864000,6.42,55.34,805,/mental-reset-retreat,executive_burnout_recovery
2025-01-08,CMP-3110,Weekend Mental Reset,Switchable responsive framework,Instagram,Lead Generation,Working Professionals,Noida,45-54,Male,Mobile,Carousel,49927,30139,517,1.04,18.56,9595.52,12,2,0,0.0,0,0.0,48.61,788,/mental-reset-retreat,weekend_mental_reset
2025-03-14,CMP-8058,Weekend Mental Reset,Monitored 24/7 encoding,Instagram,Traffic,Working Professionals,Vizag,35-44,Male,Mobile,Carousel,108895,82362,3133,2.88,32.56,102010.48,148,53,20,0.64,2400000,23.53,65.34,175,/luxury-cabins,weekend_mental_reset
2025-04-12,CMP-4852,Executive Burnout Recovery,Streamlined eco-centric knowledge user,LinkedIn,Conversions,Corporate Managers,Bhubaneswar,45-54,Other,Mobile,Lead Form,83701,73488,669,0.8,41.95,28064.55,33,24,12,1.79,864000,30.79,73.07,954,/book-now,executive_burnout_recovery
2025-04-02,CMP-7751,Luxury Digital Detox,Visionary attitude-oriented access,Facebook,Lead Generation,High Income Professionals,Mangalore,35-44,Female,Mobile,Lead Form,51980,44351,776,1.49,74.82,58060.32,68,28,6,0.77,510000,8.78,25.6,944,/luxury-cabins,luxury_digital_detox
2025-02-22,CMP-6549,Remote Wellness Retreat,Reverse-engineered intermediate hierarchy,Facebook,Traffic,Startup Founders,Mumbai,35-44,Male,Tablet,Image,19244,13459,150,0.78,14.79,2218.5,2,1,0,0.0,0,0.0,66.23,76,/executive-retreat,remote_wellness_retreat
2025-08-22,CMP-7051,Weekend Mental Reset,Upgradable scalable extranet,Instagram,Engagement,Working Professionals,Kochi,35-44,Other,Desktop,Video,130262,98061,3134,2.41,9.82,30775.88,351,50,17,0.54,1615000,52.48,45.26,624,/burnout-recovery,weekend_mental_reset
2025-08-02,CMP-5791,Focus & Productivity Retreat,Robust methodical emulation,LinkedIn,Engagement,C-Suite Leaders,Udaipur,35-44,Male,Desktop,Image,52896,36877,508,0.96,103.61,52633.88,118,13,2,0.39,170000,3.23,61.62,674,/executive-detox-guide,focus_&_productivity_retreat
2025-01-03,CMP-3331,Silent Productivity Camp,Customizable bi-directional policy,LinkedIn,Conversions,Tech Employees,Vadodara,25-34,Other,Mobile,Carousel,166086,148386,1032,0.62,31.19,32188.08,41,21,10,0.97,850000,26.41,50.2,792,/executive-detox-guide,silent_productivity_camp
2025-07-17,CMP-9158,Nature Reset Experience,Visionary analyzing infrastructure,Facebook,Lead Generation,Millennial Travelers,Jaipur,45-54,Male,Tablet,Story Ad,100760,81050,1185,1.18,18.39,21792.15,135,31,13,1.1,845000,38.78,51.79,337,/mental-reset-retreat,nature_reset_experience
2025-07-03,CMP-2164,Remote Wellness Retreat,Phased methodical core,Facebook,Conversions,Startup Founders,Vadodara,45-54,Other,Desktop,Lead Form,156162,114498,3534,2.26,18.5,65379.0,146,77,31,0.88,3720000,56.9,66.84,317,/weekend-reset,remote_wellness_retreat
2025-02-23,CMP-4594,Remote Wellness Retreat,Robust mission-critical firmware,Facebook,Traffic,Startup Founders,Hyderabad,45-54,Female,Tablet,Lead Form,7867,6330,236,3.0,16.77,3957.72,3,1,0,0.0,0,0.0,63.1,787,/luxury-cabins,remote_wellness_retreat
2025-07-26,CMP-9955,Remote Wellness Retreat,Face-to-face coherent success,Facebook,Lead Generation,Startup Founders,Mumbai,25-34,Male,Mobile,Image,32373,19174,1136,3.51,14.12,16040.32,63,25,8,0.7,576000,35.91,63.12,897,/luxury-cabins,remote_wellness_retreat
2025-05-01,CMP-5732,Luxury Nature Escape,Fundamental actuating productivity,Facebook,Engagement,Business Owners,Kochi,18-24,Male,Desktop,Video,114803,92839,2456,2.14,70.0,171920.0,293,57,32,1.3,3840000,22.34,8.0,363,/burnout-recovery,luxury_nature_escape
2025-07-19,CMP-3644,Silent Productivity Camp,Extended multi-tasking conglomeration,LinkedIn,Engagement,Tech Employees,Surat,45-54,Other,Desktop,Story Ad,17585,12763,459,2.61,17.72,8133.48,10,6,3,0.65,216000,26.56,48.1,39,/burnout-recovery,silent_productivity_camp
2025-02-10,CMP-6152,Luxury Digital Detox,Sharable interactive Local Area Network,Facebook,Website Visits,High Income Professionals,Bengaluru,25-34,Other,Desktop,Video,102842,72077,2583,2.51,91.76,237016.08,689,129,19,0.74,1615000,6.81,72.66,395,/luxury-cabins,luxury_digital_detox
2025-03-31,CMP-8419,Luxury Nature Escape,Switchable fresh-thinking core,Facebook,Engagement,Business Owners,Vizag,45-54,Male,Tablet,Video,153198,140896,1417,0.92,52.84,74874.28,155,59,8,0.56,520000,6.94,78.53,243,/executive-detox-guide,luxury_nature_escape
2025-06-03,CMP-1961,Weekend Mental Reset,Inverse user-facing budgetary management,Instagram,Lead Generation,Working Professionals,Chandigarh,25-34,Male,Mobile,Lead Form,55313,33900,520,0.94,17.27,8980.4,37,12,4,0.77,260000,28.95,59.36,227,/luxury-cabins,weekend_mental_reset
2025-04-01,CMP-1159,Mindful Weekend Escape,Decentralized dedicated knowledgebase,Instagram,Engagement,Corporate Executives,Mysuru,45-54,Female,Mobile,Lead Form,81504,47409,969,1.19,104.2,100969.8,208,59,29,2.99,1885000,18.67,52.85,747,/burnout-recovery,mindful_weekend_escape
2025-04-01,CMP-7525,Luxury Digital Detox,Face-to-face static support,Facebook,Website Visits,High Income Professionals,Vizag,35-44,Female,Desktop,Image,18763,14080,131,0.7,42.48,5564.88,16,2,0,0.0,0,0.0,44.02,756,/executive-retreat,luxury_digital_detox
2025-07-03,CMP-4809,Remote Wellness Retreat,Operative background portal,Facebook,Engagement,Startup Founders,Mangalore,18-24,Male,Desktop,Video,41190,29975,1236,3.0,19.72,24373.92,9,6,1,0.08,72000,2.95,87.04,342,/burnout-recovery,remote_wellness_retreat
2025-02-25,CMP-6659,Luxury Digital Detox,Persistent non-volatile initiative,Facebook,Conversions,High Income Professionals,Patna,45-54,Female,Tablet,Carousel,143584,102237,2285,1.59,53.58,122430.3,292,45,12,0.53,780000,6.37,88.56,201,/executive-detox-guide,luxury_digital_detox
2025-08-08,CMP-6268,Executive Burnout Recovery,Organized responsive toolset,LinkedIn,Conversions,Corporate Managers,Udaipur,18-24,Female,Tablet,Carousel,97060,64259,1874,1.93,105.88,198419.12,417,72,37,1.97,2664000,13.43,49.77,29,/executive-retreat,executive_burnout_recovery
2025-05-31,CMP-3044,Executive Burnout Recovery,Persistent fresh-thinking algorithm,LinkedIn,Traffic,Corporate Managers,Nagpur,35-44,Other,Tablet,Carousel,96290,81121,963,1.0,62.6,60283.8,217,46,21,2.18,1995000,33.09,48.78,792,/weekend-reset,executive_burnout_recovery
2025-02-07,CMP-2833,Remote Wellness Retreat,Synergized next generation interface,Facebook,Engagement,Startup Founders,Ahmedabad,35-44,Other,Mobile,Video,121207,83319,3000,2.48,11.34,34020.0,340,72,38,1.27,2736000,80.42,49.99,604,/weekend-reset,remote_wellness_retreat
2025-08-07,CMP-5952,Silent Productivity Camp,Public-key discrete function,LinkedIn,Engagement,Tech Employees,Pune,18-24,Female,Mobile,Lead Form,147856,126201,3972,2.69,27.09,107601.48,81,11,2,0.05,190000,1.77,49.88,160,/book-now,silent_productivity_camp
2025-03-03,CMP-8145,Silent Productivity Camp,Synchronized 3rdgeneration collaboration,LinkedIn,Lead Generation,Tech Employees,Ahmedabad,35-44,Other,Desktop,Story Ad,98475,79876,1122,1.14,32.54,36509.88,49,3,0,0.0,0,0.0,67.82,31,/luxury-cabins,silent_productivity_camp
2025-08-09,CMP-4970,Executive Burnout Recovery,Reactive transitional Local Area Network,LinkedIn,Website Visits,Corporate Managers,Goa,35-44,Other,Desktop,Carousel,141394,122767,1708,1.21,80.77,137955.16,258,105,13,0.76,936000,6.78,47.74,908,/executive-retreat,executive_burnout_recovery
2025-04-22,CMP-9950,Luxury Digital Detox,Visionary dedicated help-desk,Facebook,Conversions,High Income Professionals,Kochi,35-44,Other,Tablet,Video,38608,26252,394,1.02,108.47,42737.18,20,7,1,0.25,72000,1.68,31.01,404,/executive-retreat,luxury_digital_detox
